term,length,letterCount,numberCount,spaceCount,startsWithNumber,endsWithNumber,isPartNumber
742792651,9,0,9,0,1,1,1
bsp75n,6,4,2,0,0,0,1
buffer,6,6,0,0,0,0,0
crcw0603100rfkea,16,9,7,0,0,0,1
pcb,3,3,0,0,0,0,0
s912zvc19f0mlf,14,8,6,0,0,0,1
s9s12vr48af0vlcr,16,10,6,0,0,0,1
sd card,7,6,0,1,0,0,0
stm32h743vgt6,13,7,6,0,0,1,1
i2c gpio expander,17,14,1,2,0,0,0
lm7812,6,2,4,0,0,1,1
lmz31707rvq,11,6,5,0,0,0,1
ltc2053ims8,11,6,5,0,0,1,1
ltc699,6,3,3,0,0,1,1
nb3l553mnr4g,12,7,5,0,0,0,1
opa2277u,8,4,4,0,0,0,1
photodiode,10,10,0,0,0,0,0
stm32f103rbt6,13,7,6,0,0,1,1
banana jack,11,10,0,1,0,0,0
ina219,6,3,3,0,0,1,1
lmz10501silr,12,7,5,0,0,0,1
lt1910is8,9,4,5,0,0,1,1
max3232ese,10,6,4,0,0,0,1
mke18f512vll16,14,7,7,0,0,1,1
rc0603fr071ml,13,6,7,0,0,0,1
dt066s,6,3,3,0,0,0,1
lm324n,6,3,3,0,0,0,1
stm32c0,7,4,3,0,0,1,1
ad7656bstz,10,6,4,0,0,0,1
bsp452,6,3,3,0,0,1,1
ksz9031rnxca,12,8,4,0,0,0,1
bss138nh6327,12,5,7,0,0,1,1
dt044p,6,3,3,0,0,0,1
lm358dr,7,4,3,0,0,0,1
si5338abgm,10,6,4,0,0,0,1
tms320f28335,12,4,8,0,0,1,1
msp430f5418aipnr,16,9,7,0,0,0,1
10k resistor,12,9,2,1,1,0,0
am3352bzcz80,12,6,6,0,0,1,1
atf1502as10ju44,15,7,8,0,0,1,1
ft2232hl,8,4,4,0,0,0,1
ft4232hlreel,12,8,4,0,0,0,1
inverter,8,8,0,0,0,0,0
lm3886tf,8,4,4,0,0,0,1
mcp2551isn,10,6,4,0,0,0,1
stm32f103vet6,13,7,6,0,0,1,1
usblc64sc6,10,7,3,0,0,1,1
1n5408,6,1,5,0,1,1,1
terminal blocks,15,14,0,1,0,0,0
vishay,6,6,0,0,0,0,0
vn808tre,8,5,3,0,0,0,1
vnq7140ajtr,11,7,4,0,0,0,1
150060gs75000,13,2,11,0,1,1,1
am3352bzczd80,13,7,6,0,0,1,1
atxmega128a3uau,15,11,4,0,0,0,1
level shifter,13,12,0,1,0,0,0
lm358n,6,3,3,0,0,0,1
10nf,4,2,2,0,1,0,0
bc847c,6,3,3,0,0,0,1
camera,6,6,0,0,0,0,0
es1j,4,3,1,0,0,0,1
gan,3,3,0,0,0,0,1
jfet,4,4,0,0,0,0,0
39012040,8,0,8,0,1,1,1
ad8231acpz,10,6,4,0,0,0,1
bc846,5,2,3,0,0,1,1
cl31a106kbhnnne,15,10,5,0,0,0,1
era3aeb103v,11,7,4,0,0,0,1
mmbt39047f,10,5,5,0,0,0,1
12010300,8,0,8,0,1,1,1
c0603c103k5ractu,16,8,8,0,0,0,1
crcw06030000z0eahp,18,9,9,0,0,0,1
en5322qi,8,4,4,0,0,0,1
742792040,9,0,9,0,1,1,1
buck,4,4,0,0,0,0,0
gcm155c71a105ke38d,18,8,10,0,0,0,1
grm188r61e106ma73d,18,8,10,0,0,0,1
nc7wz07p6x,10,6,4,0,0,0,1
mc32pf3000a3ep,14,7,7,0,0,0,1
nrf52832,8,3,5,0,0,1,1
ntf2955t1g,10,5,5,0,0,0,1
1n914,5,1,4,0,1,1,1
erj3ekf1003v,12,7,5,0,0,0,1
mmsd4148t1g,11,6,5,0,0,0,1
1n4002,6,1,5,0,1,1,1
bluetooth,9,9,0,0,0,0,0
bt121av2,8,4,4,0,0,1,1
lemo,4,4,0,0,0,0,1
ltm4622iy,9,5,4,0,0,0,1
smaj5.0a,8,5,2,0,0,0,1
sn65hvd234dr,12,7,5,0,0,0,1
1n5822,6,1,5,0,1,1,1
fdv304p,7,4,3,0,0,0,1
ftdi,4,4,0,0,0,0,1
lpc1768fbd100,13,6,7,0,0,1,1
ltm4644,7,3,4,0,0,1,1
mbrs260t3g,10,6,4,0,0,0,1
12048074,8,0,8,0,1,1,1
cl10b103kb8nnnc,15,9,6,0,0,0,1
deutsch,7,7,0,0,0,0,0
dsub,4,4,0,0,0,0,0
lt1764aeq,9,5,4,0,0,0,1
rk73h1jttd1001f,15,8,7,0,0,0,1
tantalum capacitor,18,17,0,1,0,0,0
tms320c6657czh25,16,7,9,0,0,1,1
usb2514biaezg,13,9,4,0,0,0,1
usb4105gfa,10,6,4,0,0,0,1
xbee,4,4,0,0,0,0,1
2821041,7,0,7,0,1,1,1
ds1682s,7,3,4,0,0,0,1
sm71202htg,10,5,5,0,0,0,1
stm32f103r8t6,13,6,7,0,0,1,1
78m05,5,1,4,0,1,1,1
ads1220ipwr,11,7,4,0,0,0,1
lm2676sxadjnopb,15,11,4,0,0,0,1
microchip,9,9,0,0,0,0,0
7812,4,0,4,0,1,1,1
atmega2560,10,6,4,0,0,1,1
b3u1000p,8,3,5,0,0,0,1
cl21b104kbcnnnc,15,10,5,0,0,0,1
irf540,6,3,3,0,0,1,1
lm7805ct,8,4,4,0,0,0,1
mk40dx,6,4,2,0,0,0,1
rtc,3,3,0,0,0,0,0
ad8421,6,2,4,0,0,1,1
cl21b105kbfnnne,15,10,5,0,0,0,1
gcm188r71e105ka64d,18,8,10,0,0,0,1
mk60dn512vll10,14,7,7,0,0,1,1
opa1612,7,3,4,0,0,1,1
tps386000rgpr,13,7,6,0,0,0,1
transistors,11,11,0,0,0,0,0
d38999,6,1,5,0,0,1,1
ektm4c123gxl,12,8,4,0,0,0,1
motor,5,5,0,0,0,0,0
o3853aqdcarq1,13,8,5,0,0,1,1
rgb led,7,6,0,1,0,0,0
sn74lvc1g07dckr,15,10,5,0,0,0,1
sp0503bahtg,11,7,4,0,0,0,1
stm32f103ret6,13,7,6,0,0,1,1
zynq,4,4,0,0,0,0,1
atmega128aau,12,9,3,0,0,0,1
flash,5,5,0,0,0,0,0
ltc4365its8,11,6,5,0,0,1,1
nc7wz14p6x,10,6,4,0,0,0,1
pd55015e,8,3,5,0,0,0,1
bss138n,7,4,3,0,0,0,1
c1608x5r1a226m080ac,19,7,12,0,0,0,1
jlink,5,5,0,0,0,0,0
ksz8895mqxi,11,7,4,0,0,0,1
ltc1966ims8,11,6,5,0,0,1,1
mc33072adr2g,12,6,6,0,0,0,1
ncp45521imntwgh,15,10,5,0,0,0,1
nup2105l,8,4,4,0,0,0,1
rc0805fr070rl,13,6,7,0,0,0,1
stm32f767iit6,13,7,6,0,0,1,1
2n5457,6,1,5,0,1,1,1
can,3,3,0,0,0,0,0
mc34063,7,2,5,0,0,1,1
rk73h1ettp1001f,15,8,7,0,0,0,1
tps5430ddar,11,7,4,0,0,0,1
4n35,4,1,3,0,1,1,1
bas21,5,3,2,0,0,1,1
murata,6,6,0,0,0,0,0
quartz,6,6,0,0,0,0,0
rc0402fr0710rl,14,6,8,0,0,0,1
tps7a3301rgwr,13,8,5,0,0,0,1
5016,4,0,4,0,1,1,1
bss138nh6327xtsa2,17,9,8,0,0,1,1
cl10b105ka8nnnc,15,9,6,0,0,0,1
dwm1000,7,3,4,0,0,1,1
lm311,5,2,3,0,0,1,1
nrf5340,7,3,4,0,0,1,1
tps57060qdgqrq1,15,9,6,0,0,1,1
7761641,7,0,7,0,1,1,1
cp2102gmr,9,5,4,0,0,0,1
fds3992,7,3,4,0,0,1,1
saktc222s16f133f,16,8,8,0,0,0,1
tps62110rsar,12,7,5,0,0,0,1
100nf 50v,9,3,5,1,1,0,0
grm188r61e106ka73d,18,8,10,0,0,0,1
ltc1966cms8,11,6,5,0,0,1,1
ltc3779,7,3,4,0,0,1,1
mbr0520l,8,4,4,0,0,0,1
mk66fn2m0vmd18,14,8,6,0,0,1,1
pogo pins,9,8,0,1,0,0,0
ref3025aidbzr,13,9,4,0,0,0,1
rf switch,9,8,0,1,0,0,0
tl431aidbzr,11,8,3,0,0,0,1
usb connector,13,12,0,1,0,0,0
10uf 25v,8,3,4,1,1,0,0
533980471,9,0,9,0,1,1,1
ads1675ipag,11,7,4,0,0,0,1
en532,5,2,3,0,0,1,1
grm155r61a475meaad,18,10,8,0,0,0,1
m5stack,7,6,1,0,0,0,1
microphone,10,10,0,0,0,0,0
mk60fn1m0vlq12,14,8,6,0,0,1,1
tpd4e05u06dqar,14,9,5,0,0,0,1
555 timer,9,5,3,1,1,0,0
efuse,5,5,0,0,0,0,0
irfb4227pbf,11,7,4,0,0,0,1
rf amplifier,12,11,0,1,0,0,0
stm32f411,9,4,5,0,0,1,1
bav99215,8,3,5,0,0,1,1
c2012x5r1v226m125ac,19,7,12,0,0,0,1
cp2102na02gqfn24,16,8,8,0,0,1,1
fluke,5,5,0,0,0,0,0
ft234xdr,8,5,3,0,0,0,1
lm358d,6,3,3,0,0,0,1
ltc1867aign,11,7,4,0,0,0,1
mcp23s17ess,11,7,4,0,0,0,1
npn,3,3,0,0,0,0,0
w2p,3,2,1,0,0,0,1
1smb5918bt3g,12,6,6,0,1,0,1
dp83822irhbr,12,7,5,0,0,0,1
ds2431,6,2,4,0,0,1,1
pickit 4,8,6,1,1,0,1,0
pmos,4,4,0,0,0,0,0
stm32f767zit6,13,7,6,0,0,1,1
c5750x7s2a226m280kb,19,7,12,0,0,0,1
grm1555c1h101ja01d,18,8,10,0,0,0,1
hx711,5,2,3,0,0,1,1
ina128u,7,4,3,0,0,0,1
ptn78060waz,11,6,5,0,0,0,1
sn74lvc1g14dckr,15,10,5,0,0,0,1
2821101,7,0,7,0,1,1,1
jst connector,13,12,0,1,0,0,0
pogo pin,8,7,0,1,0,0,0
rc0402fr0747kl,14,6,8,0,0,0,1
saktc237lp32f200n ac,20,11,8,1,0,0,1
stm32f446,9,4,5,0,0,1,1
stw9n150,8,4,4,0,0,1,1
uln2803cdwr,11,7,4,0,0,0,1
430300007,9,0,9,0,1,1,1
acs712elctr05bt,15,10,5,0,0,0,1
cc430f5137irgzr,15,8,7,0,0,0,1
ds24b33,7,3,4,0,0,1,1
dt043p,6,3,3,0,0,0,1
max3232cse,10,6,4,0,0,0,1
tl082,5,2,3,0,0,1,1
cc0402krx7r9bb104,17,8,9,0,0,1,1
en6347qi,8,4,4,0,0,0,1
erj6gey0r00v,12,8,4,0,0,0,1
ft230xqr,8,5,3,0,0,0,1
ncp3170adr2g,12,7,5,0,0,0,1
stm32h743bit6,13,7,6,0,0,1,1
cc62412dfe,10,5,5,0,0,0,1
m3902958360,11,1,10,0,0,1,1
smbj15ca,8,6,2,0,0,0,1
108dnl04s0a0s16pfd,18,9,9,0,1,0,1
9670671,7,0,7,0,1,1,1
bc807,5,2,3,0,0,1,1
lm1117impx3.3nopb,17,10,6,0,0,0,1
mbr0530,7,3,4,0,0,1,1
mbra140t3g,10,6,4,0,0,0,1
mc14013bdr2g,12,6,6,0,0,0,1
rc0603fr072k2l,14,6,8,0,0,0,1
74avc4td245bq,13,7,6,0,1,0,1
sic,3,3,0,0,0,0,1
smbj5.0a,8,5,2,0,0,0,1
402,3,0,3,0,1,1,1
1smb5919bt3g,12,6,6,0,1,0,1
contactor,9,9,0,0,0,0,0
fakra,5,5,0,0,0,0,0
grm18,5,3,2,0,0,1,1
m24m02drmn6tp,13,8,5,0,0,0,1
nc7sz125m5x,11,6,5,0,0,0,1
nc7sz125p5x,11,6,5,0,0,0,1
smd capacitor,13,12,0,1,0,0,0
sn74lvc1g125dbvr,16,10,6,0,0,0,1
stm32f767igt6,13,7,6,0,0,1,1
7706801,7,0,7,0,1,1,1
cl32b106kbjnnne,15,10,5,0,0,0,1
fgh40n60smd,11,7,4,0,0,0,1
idc connector,13,12,0,1,0,0,0
nc7sz04p5x,10,6,4,0,0,0,1
ps28014f3a,10,4,6,0,0,0,1
raspberry pi pico,17,15,0,2,0,0,0
stm32g0,7,4,3,0,0,1,1
uf4007,6,2,4,0,0,1,1
1000uf,6,2,4,0,1,0,0
adg439fbrz,10,7,3,0,0,0,1
adm3053brwz,11,7,4,0,0,0,1
lna,3,3,0,0,0,0,1
mbr1h100sft3g,13,8,5,0,0,0,1
sensor,6,6,0,0,0,0,0
xc6slx92tqg144i,15,9,6,0,0,0,1
878311420,9,0,9,0,1,1,1
cc0402jrnpo9bn101,17,9,8,0,0,1,1
db15,4,2,2,0,0,1,1
ltc3631ems8e,12,7,5,0,0,0,1
nxp,3,3,0,0,0,0,0
screw terminal,14,13,0,1,0,0,0
stw11nk100z,11,6,5,0,0,0,1
bjt,3,3,0,0,0,0,0
ds24b33s,8,4,4,0,0,0,1
ft230xsr,8,5,3,0,0,0,1
ft4232hl,8,4,4,0,0,0,1
multimeter,10,10,0,0,0,0,0
tms320c6657czha25,17,8,9,0,0,1,1
w25q32jvssiq,12,8,4,0,0,0,1
weller,6,6,0,0,0,0,0
39012020,8,0,8,0,1,1,1
adm3251earwz,12,8,4,0,0,0,1
bts721l1,8,4,4,0,0,1,1
cl21b106koqnnne,15,10,5,0,0,0,1
ipw65r110cfda,13,8,5,0,0,0,1
ksz9031,7,3,4,0,0,1,1
lt1167cs8,9,4,5,0,0,1,1
ltz1000,7,3,4,0,0,1,1
rotary encoder,14,13,0,1,0,0,0
udn2987lwtr6t,13,8,5,0,0,0,1
atf22v10c15pu,13,7,6,0,0,0,1
bc337,5,2,3,0,0,1,1
esd5z5.0t1g,11,6,4,0,0,0,1
lm2675mx5.0,11,4,6,0,0,1,1
nc7sz08m5x,10,6,4,0,0,0,1
sn74lvc2g17dckr,15,10,5,0,0,0,1
8289041,7,0,7,0,1,1,1
c0603c104k5racauto,18,10,8,0,0,0,1
er310,5,2,3,0,0,1,1
lm2574mx5.0nopb,15,8,6,0,0,0,1
ltc1983es65,11,5,6,0,0,1,1
scr,3,3,0,0,0,0,1
si2319cdst1ge3,14,8,6,0,0,1,1
smp3003dl1e,11,6,5,0,0,0,1
adum1201arz,11,7,4,0,0,0,1
at27c512r70ju,13,6,7,0,0,0,1
ltstc191krkt,12,9,3,0,0,0,1
mbr0540,7,3,4,0,0,1,1
micro switch,12,11,0,1,0,0,0
rc0603jr0710kl,14,6,8,0,0,0,1
vnh3sp30,8,5,3,0,0,1,1
532610271,9,0,9,0,1,1,1
bridge rectifier,16,15,0,1,0,0,0
din rail,8,7,0,1,0,0,0
l298n,5,2,3,0,0,0,1
ltc6655bhms85,13,7,6,0,0,1,1
mk10dx256vlh7,13,7,6,0,0,1,1
pic18f,6,4,2,0,0,0,1
tms320f28374sptpt,17,9,8,0,0,0,1
ad7656bstz1,11,6,5,0,0,1,1
atmega12816au,13,8,5,0,0,0,1
cl10a105kb8nnnc,15,9,6,0,0,0,1
icl7660,7,3,4,0,0,1,1
ipw90r120c3,11,5,6,0,0,1,1
iso5452qdwrq1,13,8,5,0,0,1,1
ld1117s33ctr,12,6,6,0,0,0,1
mmbt2907a,9,5,4,0,0,0,1
msp430,6,3,3,0,0,1,1
rc0402fr0749r9l,15,6,9,0,0,0,1
tle4251d,8,4,4,0,0,0,1
2n5551,6,1,5,0,1,1,1
erj2rkf4701x,12,7,5,0,0,0,1
ksz8895,7,3,4,0,0,1,1
ltc4040eufd,11,7,4,0,0,0,1
tms320f28335ptpq,16,8,8,0,0,0,1
500798000,9,0,9,0,1,1,1
irlml2502trpbf,14,10,4,0,0,0,1
mt41k256m16tw107p,17,7,10,0,0,0,1
saktc1791f512f240ep ab,22,11,10,1,0,0,1
tl084,5,2,3,0,0,1,1
a4989sldtrt,11,7,4,0,0,0,1
nrf9160,7,3,4,0,0,1,1
rc0201fr0710kl,14,6,8,0,0,0,1
ad8251armz,10,6,4,0,0,0,1
bav199,6,3,3,0,0,1,1
bss84lt1g,9,6,3,0,0,0,1
lt3092est,9,5,4,0,0,0,1
mbrm140t3g,10,6,4,0,0,0,1
sn6505,6,2,4,0,0,1,1
usb3320cezk,11,7,4,0,0,0,1
cr1220,6,2,4,0,0,1,1
gcm155r71h102ka37d,18,8,10,0,0,0,1
grm32er71a476ke15l,18,9,9,0,0,0,1
lm1117mpx3.3nopb,16,9,6,0,0,0,1
ltc6994is61,11,5,6,0,0,1,1
mcp6s21tims,11,8,3,0,0,0,1
mpxv6115v6t1,12,6,6,0,0,1,1
pic32mx575f512l80ipt,20,10,10,0,0,0,1
power inductor,14,13,0,1,0,0,0
smd led,7,6,0,1,0,0,0
tl431aqdbzr,11,8,3,0,0,0,1
tpd4s012dryr,12,8,4,0,0,0,1
tps3700ddcr,11,7,4,0,0,0,1
esp32wroom32d,13,9,4,0,0,0,1
ksz9031rnx,10,6,4,0,0,0,1
mc14051bdr2g,12,6,6,0,0,0,1
mpx4250d,8,4,4,0,0,0,1
mra4007t3g,10,5,5,0,0,0,1
rectifier,9,9,0,0,0,0,0
smbj30ca,8,6,2,0,0,0,1
2.2nf,5,2,2,0,1,0,0
436450200,9,0,9,0,1,1,1
5011,4,0,4,0,1,1,1
bme680,6,3,3,0,0,1,1
en236,5,2,3,0,0,1,1
lm13700,7,2,5,0,0,1,1
lt1185cq,8,4,4,0,0,0,1
mov,3,3,0,0,0,0,0
nds331n,7,4,3,0,0,0,1
s29jl064j70tfi000,17,7,10,0,0,1,1
tja1042t3,9,4,5,0,0,1,1
bc81725,7,2,5,0,0,1,1
bsc220n20nsfd,13,8,5,0,0,0,1
ltc5541iuh,10,6,4,0,0,0,1
max31865,8,3,5,0,0,1,1
nrvtsa4100et3g,14,9,5,0,0,0,1
sn74lvc1g17dckr,15,10,5,0,0,0,1
tps4h160aqpwprq1,16,11,5,0,0,1,1
vco,3,3,0,0,0,0,0
100k,4,1,3,0,1,0,0
1062160122,10,0,10,0,1,1,1
cable gland,11,10,0,1,0,0,0
dp83867ergzr,12,7,5,0,0,0,1
h1102nl,7,3,4,0,0,0,1
hall sensor,11,10,0,1,0,0,0
iso1042bqdwvrq1,15,10,5,0,0,1,1
lt1963aes8,10,5,5,0,0,1,1
mk20dx256vlh7,13,7,6,0,0,1,1
pogopin,7,7,0,0,0,0,0
tja1042t,8,4,4,0,0,0,1
tl071,5,2,3,0,0,1,1
xc6slx753csg484i,16,9,7,0,0,0,1
25lc256isn,10,5,5,0,1,0,1
ad797,5,2,3,0,0,1,1
ad8676armz,10,6,4,0,0,0,1
circuit breaker,15,14,0,1,0,0,0
crystals,8,8,0,0,0,0,0
dt0612sa,8,4,4,0,0,0,1
esp32wroom32,12,8,4,0,0,1,1
ir2110,6,2,4,0,0,1,1
joystick,8,8,0,0,0,0,0
ksz8863mlli,11,7,4,0,0,0,1
ltc1992ims8,11,6,5,0,0,1,1
ltc2440cgn,10,6,4,0,0,0,1
rc0402jr0710kl,14,6,8,0,0,0,1
stm32f030k6t6,13,6,7,0,0,1,1
stm32l4,7,4,3,0,0,1,1
tps82130silr,12,7,5,0,0,0,1
10nf capacitor,14,11,2,1,1,0,0
314472213,9,0,9,0,1,1,1
8289051,7,0,7,0,1,1,1
ac0402fr0710kl,14,6,8,0,0,0,1
atmega64aau,11,9,2,0,0,0,1
grm155r61e105ka12d,18,8,10,0,0,0,1
ltc1867,7,3,4,0,0,1,1
mbrs240lt3g,11,7,4,0,0,0,1
rc0402fr071ml,13,6,7,0,0,0,1
sn74lvc1g125dckr,16,10,6,0,0,0,1
stm32f765iit6,13,7,6,0,0,1,1
txs0104epwr,11,7,4,0,0,0,1
crcw06034k70fkea,16,9,7,0,0,0,1
dcp020515du,11,5,6,0,0,0,1
fram,4,4,0,0,0,0,0
ipd90p04p405,12,5,7,0,0,1,1
irf3205,7,3,4,0,0,1,1
lmz10500silr,12,7,5,0,0,0,1
mcimx6q6avt10ad,15,11,4,0,0,0,1
stm32f427zgt6,13,7,6,0,0,1,1
2819342,7,0,7,0,1,1,1
533980671,9,0,9,0,1,1,1
ft232rltube,11,8,3,0,0,0,1
gcm188r71h104ka57d,18,8,10,0,0,0,1
ltc6993cs61,11,5,6,0,0,1,1
mpz1608s221ata00,16,7,9,0,0,1,1
opa1656,7,3,4,0,0,1,1
ptn78000aah,11,6,5,0,0,0,1
rc0603fr07330rl,15,6,9,0,0,0,1
stm32h750xbh6,13,7,6,0,0,1,1
c1206c102kgractu,16,9,7,0,0,0,1
cpld,4,4,0,0,0,0,1
fs820r08a6p2b,13,6,7,0,0,0,1
grm188r60j106me47d,18,8,10,0,0,0,1
micro usb,9,8,0,1,0,0,0
nc7wz16p6x,10,6,4,0,0,0,1
rc0201jr070rl,13,6,7,0,0,0,1
stm32wb55,9,5,4,0,0,1,1
b560c13f,8,3,5,0,0,0,1
cp2102gm,8,4,4,0,0,0,1
l6206pd,7,3,4,0,0,0,1
ltc3633ife,10,6,4,0,0,0,1
piezo,5,5,0,0,0,0,0
tms320c6657czha,15,8,7,0,0,0,1
2n70027f,8,2,6,0,1,0,1
cl10a226mo7jznc,15,9,6,0,0,0,1
common mode choke,17,15,0,2,0,0,0
google coral,12,11,0,1,0,0,0
grm21br60j107me15l,18,9,9,0,0,0,1
imz120r030m1h,13,6,7,0,0,0,1
tlf35584qvvs1,13,7,6,0,0,1,1
tms320lf2407apgea,17,10,7,0,0,0,1
314472214,9,0,9,0,1,1,1
74hc00,6,2,4,0,1,1,1
9649721,7,0,7,0,1,1,1
atmega8aau,10,9,1,0,0,0,1
bat54ht1g,9,6,3,0,0,0,1
cl05a105ko5nnnc,15,9,6,0,0,0,1
ksc1845,7,3,4,0,0,1,1
ltc4417iuf,10,6,4,0,0,0,1
m41t81sm6f,10,5,5,0,0,0,1
pcf8574,7,3,4,0,0,1,1
r5s77640n300bg,14,5,9,0,0,0,1
rk73z2attd,10,7,3,0,0,0,1
smaj5.0ca,9,6,2,0,0,0,1
stlinkv3minie,13,12,1,0,0,0,1
stm32h753xih6,13,7,6,0,0,1,1
47uf 16v,8,3,4,1,1,0,0
ads1115idgsr,12,8,4,0,0,0,1
ds90ub947trgcrq1,16,10,6,0,0,1,1
lt42561is8,10,4,6,0,0,1,1
mt25ql128aba1ese0sit,20,13,7,0,0,0,1
raspberry pi 3 model b,22,17,1,4,0,0,0
saktc233lp32f200n ac,20,11,8,1,0,0,1
88e1111b2bab1i000,17,6,11,0,1,1,1
l9680tr,7,3,4,0,0,0,1
lan8720acp,10,6,4,0,0,0,1
mcp4725,7,3,4,0,0,1,1
pic24fj256gb106ipt,18,10,8,0,0,0,1
stm32f746zgt6,13,7,6,0,0,1,1
tlp187,6,3,3,0,0,1,1
c3216x5r1h106k160ab,19,7,12,0,0,0,1
dp83867irrgzr,13,8,5,0,0,0,1
fdn337n,7,4,3,0,0,0,1
load cell,9,8,0,1,0,0,0
lt3045edd,9,5,4,0,0,0,1
ltc4365iddb,11,7,4,0,0,0,1
ltc6992is61,11,5,6,0,0,1,1
ltstc190krkt,12,9,3,0,0,0,1
nrf52832qfaar,13,8,5,0,0,0,1
r5s72030w200fp,14,5,9,0,0,0,1
stm32h,6,4,2,0,0,0,1
teensy 4.1,10,6,2,1,0,1,0
tms320f28069pzt,15,7,8,0,0,0,1
cat4238tdgt3,12,7,5,0,0,1,1
cl21a226maynnne,15,10,5,0,0,0,1
cy8c4125lqss433,15,7,8,0,0,1,1
laser,5,5,0,0,0,0,0
mc33202dr2g,11,5,6,0,0,0,1
pickit,6,6,0,0,0,0,0
raspberry pi zero,17,15,0,2,0,0,0
stm32f030f4p6,13,6,7,0,0,1,1
txs0102dcur,11,7,4,0,0,0,1
grm155r71a474ke01d,18,8,10,0,0,0,1
ic socket,9,8,0,1,0,0,0
lm74700qdbvrq1,14,8,6,0,0,1,1
pic32,5,3,2,0,0,1,1
stm32h745,9,4,5,0,0,1,1
tactile switch,14,13,0,1,0,0,0
tle75008esd,11,6,5,0,0,0,1
xcf02svog20c,12,8,4,0,0,0,1
xfl4020222mec,13,6,7,0,0,0,1
acp32251022pt000,16,5,11,0,0,1,1
ad9914bcpz,10,6,4,0,0,0,1
atsama5d35acu,13,10,3,0,0,0,1
cr2450,6,2,4,0,0,1,1
irs2092,7,3,4,0,0,1,1
lmz31520rlgt,12,7,5,0,0,0,1
lt3045emse,10,6,4,0,0,0,1
max485esa,9,6,3,0,0,0,1
murs320t3g,10,6,4,0,0,0,1
smbj33ca,8,6,2,0,0,0,1
tms320f28377dzwtt,17,9,8,0,0,0,1
bsc600n25ns3g,13,7,6,0,0,0,1
dt046p,6,3,3,0,0,0,1
lm35dz,6,4,2,0,0,0,1
ltc1859cg,9,5,4,0,0,0,1
ncp3063bdr2g,12,7,5,0,0,0,1
nichicon,8,8,0,0,0,0,0
p1afs1500,9,4,5,0,0,1,1
tja1051t3,9,4,5,0,0,1,1
tps54040adgqr,13,8,5,0,0,0,1
tps60400dbvr,12,7,5,0,0,0,1
xcf32pfsg48c,12,8,4,0,0,0,1
ads1115idgst,12,8,4,0,0,0,1
assr1410503e,12,5,7,0,0,0,1
crcw08051k00fkea,16,9,7,0,0,0,1
db25,4,2,2,0,0,1,1
ltc2440ign,10,6,4,0,0,0,1
mbr130t1g,9,5,4,0,0,0,1
mbrs3100t3g,11,6,5,0,0,0,1
nmos,4,4,0,0,0,0,0
rmcf0603zt0r00,14,7,7,0,0,1,1
sn74lvc8t245pwr,15,9,6,0,0,0,1
spdt,4,4,0,0,0,0,1
stm32f207zgt6,13,7,6,0,0,1,1
tja1043t,8,4,4,0,0,0,1
tps55340pwpr,12,7,5,0,0,0,1
ad7564brz,9,5,4,0,0,0,1
bas316,6,3,3,0,0,1,1
ft230xs,7,4,3,0,0,0,1
icm42688p,9,4,5,0,0,0,1
ina128ua,8,5,3,0,0,0,1
iso1176tdwr,11,7,4,0,0,0,1
ksz8873rlli,11,7,4,0,0,0,1
ll4148gs08,10,4,6,0,0,1,1
lm555,5,2,3,0,0,1,1
lt1764aefe,10,6,4,0,0,0,1
ltc1535isw,10,6,4,0,0,0,1
mpz2012s601at000,16,6,10,0,0,1,1
r5f565neddfc,12,8,4,0,0,0,1
rk73h1ettp1003f,15,8,7,0,0,0,1
smbj36ca,8,6,2,0,0,0,1
sn74lvc8t245dgvr,16,10,6,0,0,0,1
sn75als181nsr,13,8,5,0,0,0,1
sth13n120k52ag,14,7,7,0,0,0,1
stm32f429zgt6,13,7,6,0,0,1,1
txs02612rtwr,12,7,5,0,0,0,1
4n25,4,1,3,0,1,1,1
bat54s215,9,4,5,0,0,1,1
cga6m3x7s2a475k200ab,20,10,10,0,0,0,1
digital potentiometer,21,20,0,1,0,0,0
infineon,8,8,0,0,0,0,0
ipd50p04p413,12,5,7,0,0,1,1
mbrs4201t3g,11,6,5,0,0,0,1
ptn78000wah,11,6,5,0,0,0,1
raspberry pi zero w,19,16,0,3,0,0,0
rc0603jr071kl,13,6,7,0,0,0,1
slide switch,12,11,0,1,0,0,0
stm32l162ret6,13,7,6,0,0,1,1
tps51200drc,11,6,5,0,0,0,1
4148,4,0,4,0,1,1,1
7705201,7,0,7,0,1,1,1
adm2682ebriz,12,8,4,0,0,0,1
ddr4,4,3,1,0,0,1,1
ksz8863rll,10,6,4,0,0,0,1
lt1761es55,10,4,6,0,0,1,1
mbr230lsft1g,12,8,4,0,0,0,1
mkv31f512vll12,14,7,7,0,0,1,1
plug,4,4,0,0,0,0,0
rc0402fr0722rl,14,6,8,0,0,0,1
ref3030aidbzr,13,9,4,0,0,0,1
ss16,4,2,2,0,0,1,1
stm8l052c6t6,12,6,6,0,0,1,1
xt60,4,2,2,0,0,1,1
1k resistor,11,9,1,1,1,0,0
60n60,5,1,4,0,1,1,1
acs758lcb050bpfft,17,11,6,0,0,0,1
ads1299ipag,11,7,4,0,0,0,1
baw56,5,3,2,0,0,1,1
bno085,6,3,3,0,0,1,1
c0603c104k5rac3121,18,6,12,0,0,1,1
